|date      |depot_code|depot_location      |transporter               |total_distance|percentage_empty|emptiness_var_cost|total_amount_wasted_per_transporter|transporter_type|contract_ref    |monthly_transporter_cost|
|2024-09-21|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|120           |8.78            |1.517184          |182.06                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-29|EA35      |Bethlehem           |Unitrans Supply Chain Sols|71            |0.76            |0.131328          |9.32                               |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-06|EB44      |Witbank             |Makwande                  |407           |6.53            |1.872931          |604.96                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-07|EA35      |Bethlehem           |Unitrans Supply Chain Sols|55            |0               |0                 |0                                  |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-18|EB05      |East London         |Tanker Services Fuel      |162           |5.07            |0.847704          |137.33                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-12|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|157           |7.73            |2.673216          |198.01                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-22|EA35      |Bethlehem           |Unitrans Supply Chain Sols|377           |18.29           |9.483264          |1,585.74                           |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-21|EB06      |Island View Terminal|Tanker Services Fuel      |1,512         |12.78           |21.369832         |3,126.97                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-08-26|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|260           |12.44           |6.448896          |565.93                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-28|EB44      |Witbank             |Makwande                  |178           |11.69           |1.675177          |298.18                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-13|EB08      |Ladysmith           |Tanker Services Fuel      |574           |5.52            |1.845888          |582.1                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-20|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|107           |10.39           |1.795392          |192.11                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-19|EA35      |Bethlehem           |Unitrans Supply Chain Sols|97            |9.18            |1.586304          |153.87                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-06|EB08      |Ladysmith           |Tanker Services Fuel      |1,171         |29.44           |24.613512         |4,246.45                           |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-11|EB08      |Ladysmith           |Tanker Services Fuel      |222           |11.89           |1.988008          |441.34                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-11|EB16      |Natref              |Maphalakarabo             |260           |15.38           |1.531848          |398.28                             |Primary         |MPK-VEN-DIR-1   |463,324                 |
|2024-08-21|EB44      |Witbank             |Makwande                  |335           |22.09           |6.330994          |983.38                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-17|EB16      |Natref              |Maphalakarabo             |261           |15.54           |1.547784          |403.97                             |Primary         |MPK-VEN-DIR-1   |463,324                 |
|2024-09-14|EA35      |Bethlehem           |Unitrans Supply Chain Sols|105           |3.47            |0.599616          |62.96                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-12|EB44      |Witbank             |Makwande                  |188           |28.9            |16.568346         |570.21                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-20|EB44      |Witbank             |Makwande                  |210           |32.21           |4.615693          |969.3                              |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-05|EA35      |Bethlehem           |Unitrans Supply Chain Sols|272           |20              |10.369728         |368.35                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-01|EA35      |Bethlehem           |Unitrans Supply Chain Sols|1,159         |19.29           |10.001664         |4,814                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-08-17|EB44      |Witbank             |Makwande                  |687           |18.41           |7.915892          |1,288.46                           |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-09-14|EB05      |East London         |Tanker Services Fuel      |304           |5.92            |0.989824          |300.91                             |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-09-24|EA35      |Bethlehem           |Unitrans Supply Chain Sols|997           |15.57           |8.074944          |2,534.15                           |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-21|EB06      |Island View Terminal|Tanker Services Fuel      |501           |8.16            |6.823432          |777.2                              |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-07|EB05      |East London         |Tanker Services Fuel      |75            |7.08            |1.183776          |88.78                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-25|EA35      |Bethlehem           |Unitrans Supply Chain Sols|616           |13.98           |7.247232          |2,086.7                            |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-06|EB08      |Ladysmith           |Tanker Services Fuel      |268           |5.43            |1.815792          |288.8                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-08|EB44      |Witbank             |Makwande                  |436           |1.77            |0.253641          |110.59                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-11|EB08      |Ladysmith           |Tanker Services Fuel      |525           |4.97            |1.661968          |512.48                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-11|EA35      |Bethlehem           |Unitrans Supply Chain Sols|98            |12.37           |2.137536          |209.48                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-04|EA35      |Bethlehem           |Unitrans Supply Chain Sols|93            |0.74            |0.127872          |11.89                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-23|EA35      |Bethlehem           |Unitrans Supply Chain Sols|566           |2.48            |1.289088          |164.77                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-28|EB05      |East London         |Tanker Services Fuel      |42            |8.11            |2.711984          |59.55                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-10-30|EB21      |Waltloo             |Makwande                  |32            |8.91            |1.276803          |40.86                              |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-07|EB44      |Witbank             |Makwande                  |65            |39.84           |5.709072          |371.09                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-08-19|EA35      |Bethlehem           |Unitrans Supply Chain Sols|355           |13.61           |7.057152          |792.64                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-13|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|85            |17.01           |5.878656          |205.17                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-01|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|206           |7.06            |2.441664          |270.6                              |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-22|EB08      |Ladysmith           |Tanker Services Fuel      |35            |15.22           |2.544784          |89.07                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-09-24|EB44      |Witbank             |Makwande                  |36            |33.34           |4.777622          |171.99                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-28|EB08      |Ladysmith           |Tanker Services Fuel      |184           |13.84           |6.942144          |390.83                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-11|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|541           |16.24           |11.225088         |1,481.09                           |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-16|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|68            |20.03           |6.922368          |235.36                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-08-07|EB21      |Waltloo             |Makwande                  |641           |13.22           |18.955724         |1,127.85                           |Secondary       |MKW-WAO-DIR-2022|2,598,222               |
|2024-08-09|EB44      |Witbank             |Makwande                  |722           |6.98            |3.002135          |510.85                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-05|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|628           |9.76            |5.06304           |918.37                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-17|EB05      |East London         |Tanker Services Fuel      |102           |5.15            |0.86108           |87.83                              |Secondary       |TNK-ESL-DIR-2022|791,559                 |
|2024-09-25|EB06      |Island View Terminal|Tanker Services Fuel      |458           |32.6            |10.903112         |1,363.37                           |Secondary       |TNK-IVT-DIR-2022|2,216,366               |
|2024-10-12|EA35      |Bethlehem           |Unitrans Supply Chain Sols|162           |4.11            |1.420416          |95.22                              |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-10-16|EB44      |Witbank             |Makwande                  |624           |0.38            |0.108908          |33.98                              |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-18|EB08      |Ladysmith           |Tanker Services Fuel      |340           |8.13            |2.718672          |462.18                             |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-07|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|195           |13.8            |4.76928           |569.64                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-09-20|EB08      |Ladysmith           |Tanker Services Fuel      |107           |2.9             |0.48488           |51.88                              |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-08-16|EB08      |Ladysmith           |Tanker Services Fuel      |478           |18.96           |6.341896          |1,329.6                            |Secondary       |TNK-LAY-DIR-2022|474,936                 |
|2024-10-03|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|234           |11.17           |3.86208           |387.07                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-13|EB44      |Witbank             |Makwande                  |436           |8.8             |2.523513          |691.17                             |Secondary       |MKW-WIT-DIR-2022|1,136,722               |
|2024-10-18|EB39      |Klerksdorp          |Unitrans Supply Chain Sols|198           |28.48           |9.842688          |974.42                             |Secondary       |UNI-KPR-DIR-2022|576,792                 |
|2024-10-16|EA35      |Bethlehem           |Unitrans Supply Chain Sols|540           |6.35            |2.19456           |592.54                             |Secondary       |UNI-BLM-DIR-2022|576,792                 |
|2024-09-27|EB05      |East London         |Tanker Services Fuel      |20            |2.7             |0.45144           |9.03                               |Secondary       |TNK-ESL-DIR-2022|791,559                 |
